State FIPS Code,Name,State Abbreviation,Year,Annual Federal Minimum,Annual State Minimum,Annual Federal Average,Annual State Average,Annual Federal Maximum,Annual State Maximum
1,Alabama,AL,1978,2.65,2.6500000953674316,2.6499999999999844,2.6500000953674316,2.65,2.6500000953674316
1,Alabama,AL,1979,2.9,2.9000000953674316,2.8999999999999875,2.9000000953674316,2.9,2.9000000953674316
1,Alabama,AL,1980,3.1,3.0999999046325684,3.1000000000000054,3.0999999046325684,3.1,3.0999999046325684
1,Alabama,AL,1981,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
1,Alabama,AL,1982,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
1,Alabama,AL,1983,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
1,Alabama,AL,1984,3.35,3.3499999046325684,3.3499999999999983,3.3499999046325684,3.35,3.3499999046325684
1,Alabama,AL,1985,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
1,Alabama,AL,1986,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
1,Alabama,AL,1987,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
1,Alabama,AL,1988,3.35,3.3499999046325684,3.3499999999999983,3.3499999046325684,3.35,3.3499999046325684
1,Alabama,AL,1989,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
1,Alabama,AL,1990,3.35,3.3499999046325684,3.6890410958903854,3.6890411376953125,3.8000000000000003,3.799999952316284
1,Alabama,AL,1991,3.8000000000000003,3.799999952316284,4.139041095890412,4.139040946960449,4.25,4.25
1,Alabama,AL,1992,4.25,4.25,4.25,4.25,4.25,4.25
1,Alabama,AL,1993,4.25,4.25,4.25,4.25,4.25,4.25
1,Alabama,AL,1994,4.25,4.25,4.25,4.25,4.25,4.25
1,Alabama,AL,1995,4.25,4.25,4.25,4.25,4.25,4.25
1,Alabama,AL,1996,4.25,4.25,4.3756830601092895,4.375682830810547,4.75,4.75
1,Alabama,AL,1997,4.75,4.75,4.883698630137017,4.883698463439941,5.15,5.150000095367432
1,Alabama,AL,1998,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
1,Alabama,AL,1999,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
1,Alabama,AL,2000,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
1,Alabama,AL,2001,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
1,Alabama,AL,2002,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
1,Alabama,AL,2003,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
1,Alabama,AL,2004,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
1,Alabama,AL,2005,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
1,Alabama,AL,2006,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
1,Alabama,AL,2007,5.15,5.150000095367432,5.458767123287624,5.458766937255859,5.8500000000000005,5.849999904632568
1,Alabama,AL,2008,5.8500000000000005,5.849999904632568,6.15792349726776,6.157923698425293,6.55,6.550000190734863
1,Alabama,AL,2009,6.55,6.550000190734863,6.858767123287659,6.858767032623291,7.25,7.25
1,Alabama,AL,2010,7.25,7.25,7.25,7.25,7.25,7.25
1,Alabama,AL,2011,7.25,7.25,7.25,7.25,7.25,7.25
1,Alabama,AL,2012,7.25,7.25,7.25,7.25,7.25,7.25
1,Alabama,AL,2013,7.25,7.25,7.25,7.25,7.25,7.25
1,Alabama,AL,2014,7.25,7.25,7.25,7.25,7.25,7.25
1,Alabama,AL,2015,7.25,7.25,7.25,7.25,7.25,7.25
1,Alabama,AL,2016,7.25,7.25,7.25,7.25,7.25,7.25
1,Alabama,AL,2017,7.25,7.25,7.25,7.25,7.25,7.25
1,Alabama,AL,2018,7.25,7.25,7.25,7.25,7.25,7.25
1,Alabama,AL,2019,7.25,7.25,7.25,7.25,7.25,7.25
1,Alabama,AL,2020,7.25,7.25,7.25,7.25,7.25,7.25
1,Alabama,AL,2021,7.25,7.25,7.25,7.25,7.25,7.25
1,Alabama,AL,2022,7.25,7.25,7.25,7.25,7.25,7.25
5,Arkansas,AR,1974,2.0,2.0,2.0,2.0,2.0,2.0
5,Arkansas,AR,1975,2.1,2.0999999046325684,2.100000000000014,2.0999999046325684,2.1,2.0999999046325684
5,Arkansas,AR,1976,2.3000000000000003,2.299999952316284,2.299999999999987,2.299999952316284,2.3000000000000003,2.299999952316284
5,Arkansas,AR,1977,2.3000000000000003,2.299999952316284,2.2999999999999874,2.299999952316284,2.3000000000000003,2.299999952316284
5,Arkansas,AR,1978,2.65,2.6500000953674316,2.6499999999999844,2.6500000953674316,2.65,2.6500000953674316
5,Arkansas,AR,1979,2.9,2.9000000953674316,2.8999999999999875,2.9000000953674316,2.9,2.9000000953674316
5,Arkansas,AR,1980,3.1,3.0999999046325684,3.1000000000000054,3.0999999046325684,3.1,3.0999999046325684
5,Arkansas,AR,1981,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
5,Arkansas,AR,1982,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
5,Arkansas,AR,1983,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
5,Arkansas,AR,1984,3.35,3.3499999046325684,3.3499999999999983,3.3499999046325684,3.35,3.3499999046325684
5,Arkansas,AR,1985,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
5,Arkansas,AR,1986,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
5,Arkansas,AR,1987,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
5,Arkansas,AR,1988,3.35,3.3499999046325684,3.3499999999999983,3.3499999046325684,3.35,3.3499999046325684
5,Arkansas,AR,1989,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
5,Arkansas,AR,1990,3.35,3.3499999046325684,3.6890410958903854,3.6890411376953125,3.8000000000000003,3.799999952316284
5,Arkansas,AR,1991,3.8000000000000003,3.799999952316284,4.139041095890412,4.139040946960449,4.25,4.25
5,Arkansas,AR,1992,4.25,4.25,4.25,4.25,4.25,4.25
5,Arkansas,AR,1993,4.25,4.25,4.25,4.25,4.25,4.25
5,Arkansas,AR,1994,4.25,4.25,4.25,4.25,4.25,4.25
5,Arkansas,AR,1995,4.25,4.25,4.25,4.25,4.25,4.25
5,Arkansas,AR,1996,4.25,4.25,4.3756830601092895,4.375682830810547,4.75,4.75
5,Arkansas,AR,1997,4.75,4.75,4.883698630137017,4.883698463439941,5.15,5.150000095367432
5,Arkansas,AR,1998,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
5,Arkansas,AR,1999,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
5,Arkansas,AR,2000,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
5,Arkansas,AR,2001,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
5,Arkansas,AR,2002,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
5,Arkansas,AR,2003,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
5,Arkansas,AR,2004,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
5,Arkansas,AR,2005,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
5,Arkansas,AR,2006,5.15,5.150000095367432,5.150000000000033,5.427260398864746,5.15,6.25
5,Arkansas,AR,2007,5.15,6.25,5.45876712328768,6.25,5.8500000000000005,6.25
5,Arkansas,AR,2008,5.8500000000000005,6.25,6.15792349726776,6.381967067718506,6.55,6.550000190734863
5,Arkansas,AR,2009,6.55,6.550000190734863,6.858767123287659,6.858767032623291,7.25,7.25
5,Arkansas,AR,2010,7.25,7.25,7.25,7.25,7.25,7.25
5,Arkansas,AR,2011,7.25,7.25,7.25,7.25,7.25,7.25
5,Arkansas,AR,2012,7.25,7.25,7.25,7.25,7.25,7.25
5,Arkansas,AR,2013,7.25,7.25,7.25,7.25,7.25,7.25
5,Arkansas,AR,2014,7.25,7.25,7.25,7.25,7.25,7.25
5,Arkansas,AR,2015,7.25,7.5,7.25,7.5,7.25,7.5
5,Arkansas,AR,2016,7.25,8.0,7.25,8.0,7.25,8.0
5,Arkansas,AR,2017,7.25,8.5,7.25,8.5,7.25,8.5
5,Arkansas,AR,2018,7.25,8.5,7.25,8.5,7.25,8.5
5,Arkansas,AR,2019,7.25,9.25,7.25,9.25,7.25,9.25
5,Arkansas,AR,2020,7.25,10.0,7.25,10.0,7.25,10.0
5,Arkansas,AR,2021,7.25,11.0,7.25,11.0,7.25,11.0
5,Arkansas,AR,2022,7.25,11.0,7.25,11.0,7.25,11.0
4,Arizona,AZ,1974,2.0,2.0,2.0,2.0,2.0,2.0
4,Arizona,AZ,1975,2.1,2.0999999046325684,2.100000000000014,2.0999999046325684,2.1,2.0999999046325684
4,Arizona,AZ,1976,2.3000000000000003,2.299999952316284,2.299999999999987,2.299999952316284,2.3000000000000003,2.299999952316284
4,Arizona,AZ,1977,2.3000000000000003,2.299999952316284,2.2999999999999874,2.299999952316284,2.3000000000000003,2.299999952316284
4,Arizona,AZ,1978,2.65,2.6500000953674316,2.6499999999999844,2.6500000953674316,2.65,2.6500000953674316
4,Arizona,AZ,1979,2.9,2.9000000953674316,2.8999999999999875,2.9000000953674316,2.9,2.9000000953674316
4,Arizona,AZ,1980,3.1,3.0999999046325684,3.1000000000000054,3.0999999046325684,3.1,3.0999999046325684
4,Arizona,AZ,1981,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
4,Arizona,AZ,1982,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
4,Arizona,AZ,1983,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
4,Arizona,AZ,1984,3.35,3.3499999046325684,3.3499999999999983,3.3499999046325684,3.35,3.3499999046325684
4,Arizona,AZ,1985,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
4,Arizona,AZ,1986,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
4,Arizona,AZ,1987,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
4,Arizona,AZ,1988,3.35,3.3499999046325684,3.3499999999999983,3.3499999046325684,3.35,3.3499999046325684
4,Arizona,AZ,1989,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
4,Arizona,AZ,1990,3.35,3.3499999046325684,3.6890410958903854,3.6890411376953125,3.8000000000000003,3.799999952316284
4,Arizona,AZ,1991,3.8000000000000003,3.799999952316284,4.139041095890412,4.139040946960449,4.25,4.25
4,Arizona,AZ,1992,4.25,4.25,4.25,4.25,4.25,4.25
4,Arizona,AZ,1993,4.25,4.25,4.25,4.25,4.25,4.25
4,Arizona,AZ,1994,4.25,4.25,4.25,4.25,4.25,4.25
4,Arizona,AZ,1995,4.25,4.25,4.25,4.25,4.25,4.25
4,Arizona,AZ,1996,4.25,4.25,4.3756830601092895,4.375682830810547,4.75,4.75
4,Arizona,AZ,1997,4.75,4.75,4.883698630137017,4.883698463439941,5.15,5.150000095367432
4,Arizona,AZ,1998,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
4,Arizona,AZ,1999,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
4,Arizona,AZ,2000,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
4,Arizona,AZ,2001,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
4,Arizona,AZ,2002,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
4,Arizona,AZ,2003,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
4,Arizona,AZ,2004,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
4,Arizona,AZ,2005,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
4,Arizona,AZ,2006,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
4,Arizona,AZ,2007,5.15,6.75,5.458767123287678,6.75,5.8500000000000005,6.75
4,Arizona,AZ,2008,5.8500000000000005,6.900000095367432,6.15792349726773,6.900000095367432,6.55,6.900000095367432
4,Arizona,AZ,2009,6.55,7.25,6.858767123287677,7.25,7.25,7.25
4,Arizona,AZ,2010,7.25,7.25,7.25,7.25,7.25,7.25
4,Arizona,AZ,2011,7.25,7.349999904632568,7.25,7.349999904632568,7.25,7.349999904632568
4,Arizona,AZ,2012,7.25,7.650000095367432,7.25,7.650000095367432,7.25,7.650000095367432
4,Arizona,AZ,2013,7.25,7.800000190734863,7.25,7.800000190734863,7.25,7.800000190734863
4,Arizona,AZ,2014,7.25,7.900000095367432,7.25,7.900000095367432,7.25,7.900000095367432
4,Arizona,AZ,2015,7.25,8.050000190734863,7.25,8.050000190734863,7.25,8.050000190734863
4,Arizona,AZ,2016,7.25,8.050000190734863,7.25,8.050000190734863,7.25,8.050000190734863
4,Arizona,AZ,2017,7.25,10.0,7.25,10.0,7.25,10.0
4,Arizona,AZ,2018,7.25,10.5,7.25,10.5,7.25,10.5
4,Arizona,AZ,2019,7.25,11.0,7.25,11.0,7.25,11.0
4,Arizona,AZ,2020,7.25,12.0,7.25,12.0,7.25,12.0
4,Arizona,AZ,2021,7.25,12.149999618530273,7.25,12.149999618530273,7.25,12.149999618530273
4,Arizona,AZ,2022,7.25,12.800000190734863,7.25,12.800000190734863,7.25,12.800000190734863
6,California,CA,1974,2.0,2.0,2.0,2.0,2.0,2.0
6,California,CA,1975,2.1,2.0999999046325684,2.100000000000014,2.0999999046325684,2.1,2.0999999046325684
6,California,CA,1976,2.3000000000000003,2.299999952316284,2.299999999999987,2.3409836292266846,2.3000000000000003,2.5
6,California,CA,1977,2.3000000000000003,2.5,2.2999999999999874,2.5,2.3000000000000003,2.5
6,California,CA,1978,2.65,2.6500000953674316,2.6499999999999844,2.6500000953674316,2.65,2.6500000953674316
6,California,CA,1979,2.9,2.9000000953674316,2.8999999999999875,2.9000000953674316,2.9,2.9000000953674316
6,California,CA,1980,3.1,3.0999999046325684,3.1000000000000054,3.0999999046325684,3.1,3.0999999046325684
6,California,CA,1981,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
6,California,CA,1982,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
6,California,CA,1983,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
6,California,CA,1984,3.35,3.3499999046325684,3.3499999999999983,3.3499999046325684,3.35,3.3499999046325684
6,California,CA,1985,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
6,California,CA,1986,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
6,California,CA,1987,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
6,California,CA,1988,3.35,3.3499999046325684,3.3499999999999983,3.8024590015411377,3.35,4.25
6,California,CA,1989,3.35,4.25,3.3499999999999988,4.25,3.35,4.25
6,California,CA,1990,3.35,4.25,3.6890410958903903,4.25,3.8000000000000003,4.25
6,California,CA,1991,3.8000000000000003,4.25,4.139041095890405,4.25,4.25,4.25
6,California,CA,1992,4.25,4.25,4.25,4.25,4.25,4.25
6,California,CA,1993,4.25,4.25,4.25,4.25,4.25,4.25
6,California,CA,1994,4.25,4.25,4.25,4.25,4.25,4.25
6,California,CA,1995,4.25,4.25,4.25,4.25,4.25,4.25
6,California,CA,1996,4.25,4.25,4.3756830601092895,4.375682830810547,4.75,4.75
6,California,CA,1997,4.75,4.75,4.883698630137017,5.009726047515869,5.15,5.150000095367432
6,California,CA,1998,5.15,5.150000095367432,5.150000000000033,5.653013706207275,5.15,5.75
6,California,CA,1999,5.15,5.75,5.150000000000033,5.75,5.15,5.75
6,California,CA,2000,5.15,5.75,5.150000000000033,5.75,5.15,5.75
6,California,CA,2001,5.15,6.25,5.150000000000033,6.25,5.15,6.25
6,California,CA,2002,5.15,6.75,5.150000000000033,6.75,5.15,6.75
6,California,CA,2003,5.15,6.75,5.150000000000033,6.75,5.15,6.75
6,California,CA,2004,5.15,6.75,5.150000000000033,6.75,5.15,6.75
6,California,CA,2005,5.15,6.75,5.150000000000033,6.75,5.15,6.75
6,California,CA,2006,5.15,6.75,5.150000000000033,6.75,5.15,6.75
6,California,CA,2007,5.15,7.5,5.458767123287675,7.5,5.8500000000000005,7.5
6,California,CA,2008,5.8500000000000005,8.0,6.157923497267734,8.0,6.55,8.0
6,California,CA,2009,6.55,8.0,6.858767123287677,8.0,7.25,8.0
6,California,CA,2010,7.25,8.0,7.25,8.0,7.25,8.0
6,California,CA,2011,7.25,8.0,7.25,8.0,7.25,8.0
6,California,CA,2012,7.25,8.0,7.25,8.0,7.25,8.0
6,California,CA,2013,7.25,8.0,7.25,8.0,7.25,8.0
6,California,CA,2014,7.25,8.0,7.25,8.504109382629395,7.25,9.0
6,California,CA,2015,7.25,9.0,7.25,9.0,7.25,9.0
6,California,CA,2016,7.25,10.0,7.25,10.0,7.25,10.0
6,California,CA,2017,7.25,10.5,7.25,10.5,7.25,10.5
6,California,CA,2018,7.25,11.0,7.25,11.0,7.25,11.0
6,California,CA,2019,7.25,12.0,7.25,12.0,7.25,12.0
6,California,CA,2020,7.25,13.0,7.25,13.0,7.25,13.0
6,California,CA,2021,7.25,14.0,7.25,14.0,7.25,14.0
6,California,CA,2022,7.25,15.0,7.25,15.0,7.25,15.0
8,Colorado,CO,1974,2.0,2.0,2.0,2.0,2.0,2.0
8,Colorado,CO,1975,2.1,2.0999999046325684,2.100000000000014,2.0999999046325684,2.1,2.0999999046325684
8,Colorado,CO,1976,2.3000000000000003,2.299999952316284,2.299999999999987,2.299999952316284,2.3000000000000003,2.299999952316284
8,Colorado,CO,1977,2.3000000000000003,2.299999952316284,2.2999999999999874,2.299999952316284,2.3000000000000003,2.299999952316284
8,Colorado,CO,1978,2.65,2.6500000953674316,2.6499999999999844,2.6500000953674316,2.65,2.6500000953674316
8,Colorado,CO,1979,2.9,2.9000000953674316,2.8999999999999875,2.9000000953674316,2.9,2.9000000953674316
8,Colorado,CO,1980,3.1,3.0999999046325684,3.1000000000000054,3.0999999046325684,3.1,3.0999999046325684
8,Colorado,CO,1981,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
8,Colorado,CO,1982,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
8,Colorado,CO,1983,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
8,Colorado,CO,1984,3.35,3.3499999046325684,3.3499999999999983,3.3499999046325684,3.35,3.3499999046325684
8,Colorado,CO,1985,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
8,Colorado,CO,1986,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
8,Colorado,CO,1987,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
8,Colorado,CO,1988,3.35,3.3499999046325684,3.3499999999999983,3.3499999046325684,3.35,3.3499999046325684
8,Colorado,CO,1989,3.35,3.3499999046325684,3.3499999999999988,3.3499999046325684,3.35,3.3499999046325684
8,Colorado,CO,1990,3.35,3.3499999046325684,3.6890410958903854,3.6890411376953125,3.8000000000000003,3.799999952316284
8,Colorado,CO,1991,3.8000000000000003,3.799999952316284,4.139041095890412,4.139040946960449,4.25,4.25
8,Colorado,CO,1992,4.25,4.25,4.25,4.25,4.25,4.25
8,Colorado,CO,1993,4.25,4.25,4.25,4.25,4.25,4.25
8,Colorado,CO,1994,4.25,4.25,4.25,4.25,4.25,4.25
8,Colorado,CO,1995,4.25,4.25,4.25,4.25,4.25,4.25
8,Colorado,CO,1996,4.25,4.25,4.3756830601092895,4.375682830810547,4.75,4.75
8,Colorado,CO,1997,4.75,4.75,4.883698630137017,4.909999847412109,5.15,5.150000095367432
8,Colorado,CO,1998,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
8,Colorado,CO,1999,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
8,Colorado,CO,2000,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
8,Colorado,CO,2001,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
8,Colorado,CO,2002,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
8,Colorado,CO,2003,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
8,Colorado,CO,2004,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
8,Colorado,CO,2005,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
8,Colorado,CO,2006,5.15,5.150000095367432,5.150000000000033,5.150000095367432,5.15,5.150000095367432
8,Colorado,CO,2007,5.15,6.849999904632568,5.458767123287674,6.849999904632568,5.8500000000000005,6.849999904632568
8,Colorado,CO,2008,5.8500000000000005,7.019999980926514,6.157923497267731,7.019999980926514,6.55,7.019999980926514
8,Colorado,CO,2009,6.55,7.28000020980835,6.8587671232876755,7.28000020980835,7.25,7.28000020980835
8,Colorado,CO,2010,7.25,7.25,7.25,7.25,7.25,7.25
8,Colorado,CO,2011,7.25,7.360000133514404,7.25,7.360000133514404,7.25,7.360000133514404
