state_fips,state_abbr,year,min_wage_nominal,min_wage_annual_avg,federal_min_wage,binding_min_wage,annualized_mw_income
55,WI,2015,7.25,7.25,7.25,7.25,15080.0
55,WI,2016,7.25,7.25,7.25,7.25,15080.0
55,WI,2017,7.25,7.25,7.25,7.25,15080.0
55,WI,2018,7.25,7.25,7.25,7.25,15080.0
55,WI,2019,7.25,7.25,7.25,7.25,15080.0
55,WI,2020,7.25,7.25,7.25,7.25,15080.0
55,WI,2021,7.25,7.25,7.25,7.25,15080.0
55,WI,2022,7.25,7.25,7.25,7.25,15080.0
56,WY,2008,6.550000190734863,6.157923698425293,6.55,6.550000190734863,13624.000396728516
56,WY,2009,7.25,6.858767032623291,7.25,7.25,15080.0
56,WY,2010,7.25,7.25,7.25,7.25,15080.0
56,WY,2011,7.25,7.25,7.25,7.25,15080.0
56,WY,2012,7.25,7.25,7.25,7.25,15080.0
56,WY,2013,7.25,7.25,7.25,7.25,15080.0
56,WY,2014,7.25,7.25,7.25,7.25,15080.0
56,WY,2015,7.25,7.25,7.25,7.25,15080.0
56,WY,2016,7.25,7.25,7.25,7.25,15080.0
56,WY,2017,7.25,7.25,7.25,7.25,15080.0
56,WY,2018,7.25,7.25,7.25,7.25,15080.0
56,WY,2019,7.25,7.25,7.25,7.25,15080.0
56,WY,2020,7.25,7.25,7.25,7.25,15080.0
56,WY,2021,7.25,7.25,7.25,7.25,15080.0
56,WY,2022,7.25,7.25,7.25,7.25,15080.0
